metric_id,employee_id,course_id,completion_rate,average_score,time_spent,engagement_rate,average_time_to_completion,progress_rate,recorded_at
1,EMP027,C03,12.296913002639364,9.88865150133233,76.07361320321586,2.286635322503042,62.33163683730835,12.296913002639364,2024-04-23 08:13:39
2,EMP114,C12,4.158830341635045,2.3319068862373906,18.35855178884839,2.2420699464406826,13.429415696625238,4.158830341635045,2024-06-25 00:16:15
3,EMP060,C13,43.31561263206617,40.835175824372996,304.06136522810255,16.137213698589463,251.75580297696257,43.31561263206617,2024-09-06 06:36:52
4,EMP176,C15,23.095595230069666,15.318855277221315,41.13536062644323,3.9552530719760677,14.877802637020366,23.095595230069666,2024-01-12 12:55:39
5,EMP001,C06,60.194684607424875,52.42669934133089,43.93891004943645,2.53708968887987,23.622939185194046,60.194684607424875,2024-05-24 08:21:15
6,EMP073,C11,49.43478266895811,39.02152172507993,73.25641018111213,7.97778895931003,17.103564961035676,49.43478266895811,2024-08-13 16:16:08
7,EMP086,C13,5.451214010600969,3.1411771635645116,28.786401869104296,3.61129180959163,20.66195689502402,5.451214010600969,2024-07-31 09:19:16
8,EMP118,C14,17.011846741206604,9.16424514071008,97.85512947926878,3.344250852653562,91.869749220768,17.011846741206604,2024-09-24 00:39:11
9,EMP139,C15,77.52500490070307,53.651906399557674,287.85909766174586,16.26800981691776,118.30885046817453,77.52500490070307,2024-05-12 02:46:55
10,EMP193,C14,83.39672341562968,68.67736721022548,124.64328914957584,16.59321880164979,95.93449428279445,83.39672341562968,2024-07-01 02:28:36
11,EMP162,C14,63.33029318814161,40.82358983571582,18.03520420542506,1.0493467073562388,14.838343439544605,63.33029318814161,2024-02-11 17:50:51
12,EMP058,C11,83.07432676579478,77.74511509066843,22.443643284506514,1.722040003890564,17.208829240936407,83.07432676579478,2024-09-03 15:14:55
13,EMP190,C12,38.32199749317774,29.976184005809884,165.18557476562043,21.706163706906935,7.652175436974096,38.32199749317774,2024-06-03 18:49:51
14,EMP148,C04,96.04762619446268,58.29570088313924,388.0720612696246,45.423101875958956,254.55163769777647,96.04762619446268,2024-08-22 20:42:58
15,EMP114,C08,49.64011381487232,37.732164305527306,285.4510944220863,24.17338716332357,111.33777519818464,49.64011381487232,2024-02-11 01:53:43
16,EMP052,C07,42.409891417871336,36.61331225342835,145.96884820661577,8.296044573239374,12.016224951595682,42.409891417871336,2024-10-01 08:33:06
